id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7
1615,customer-1762,187,243,146,195,150,190,48,52,91
1616,customer-1709,187,250,195,27,214,40,107,94,58
1617,customer-1362,187,268,107,64,178,173,173,160,194
1618,customer-773,187,273,70,176,183,221,103,100,126
1619,customer-1144,187,275,122,110,36,48,166,54,39
1620,customer-1936,188,188,120,167,53,190,250,198,59
1621,customer-1920,188,190,213,133,139,184,184,16,141
1622,customer-939,188,195,132,215,201,6,214,64,68
1623,customer-1190,188,225,43,99,192,66,107,89,13
1624,customer-428,188,234,214,105,8,178,18,198,160
1625,customer-316,188,237,130,16,27,163,225,221,139
1626,customer-1474,188,246,12,122,98,77,73,190,40
1627,customer-474,188,252,82,181,100,116,140,81,237
1628,customer-466,188,273,136,4,106,133,80,189,83
1629,customer-781,188,282,136,143,103,145,133,73,58
1630,customer-883,189,189,58,59,106,108,74,251,3
1631,customer-501,189,197,114,103,194,175,129,87,97
1632,customer-1587,189,198,90,8,73,127,25,151,131
1633,customer-1989,189,200,14,211,269,53,252,81,210
1634,customer-590,189,205,32,18,104,93,115,55,179
1635,customer-1517,189,217,119,102,151,129,181,140,57
1636,customer-607,189,231,75,222,96,164,226,130,94
1637,customer-1126,189,248,36,125,208,160,148,203,126
1638,customer-750,189,249,79,46,36,108,253,128,63
1639,customer-663,189,252,227,268,159,33,111,187,145
1640,customer-820,189,257,119,70,192,62,98,93,100
1641,customer-1283,189,257,38,58,65,200,135,54,182
1642,customer-562,189,262,222,21,219,62,68,239,74
1643,customer-299,189,270,192,185,136,198,122,45,77
1644,customer-1446,189,274,197,49,188,201,219,157,121
1645,customer-1776,189,284,198,78,42,60,100,107,194
1646,customer-342,190,192,98,188,184,54,57,205,31
1647,customer-1444,190,196,93,137,77,180,123,152,125
1648,customer-854,190,202,160,28,148,99,38,185,179
1649,customer-343,190,206,217,47,229,35,33,202,187
1650,customer-1506,190,220,86,42,133,167,47,159,180
1651,customer-293,190,240,124,143,205,199,159,21,141
1652,customer-298,190,248,169,95,69,132,253,127,68
1653,customer-1306,190,253,31,134,120,76,184,82,19
1654,customer-1191,190,256,126,162,26,120,141,202,205
1655,customer-1381,190,272,176,95,137,156,107,54,82
1656,customer-379,190,286,61,161,158,53,63,63,174
1657,customer-473,191,225,208,167,140,142,52,176,12
1658,customer-1523,191,227,141,125,147,264,209,143,110
1659,customer-33,191,245,90,206,231,238,189,230,22
1660,customer-1021,191,245,78,237,56,53,167,82,32
1661,customer-1653,191,249,28,135,243,59,41,54,73
1662,customer-1625,191,250,82,74,222,53,136,84,218
1663,customer-1768,191,269,65,30,137,107,205,185,104
1664,customer-1398,191,270,180,174,117,81,171,79,93
1665,customer-445,191,275,217,116,221,44,36,181,38
1666,customer-1296,191,287,155,119,53,183,63,88,169
1667,customer-1304,192,200,171,61,108,42,203,28,186
1668,customer-1403,192,211,140,80,145,167,181,186,190
1669,customer-829,192,222,205,147,156,256,189,202,191
1670,customer-1014,192,224,150,108,161,36,157,119,123
1671,customer-927,192,225,20,109,105,137,114,178,67
1672,customer-1425,192,232,119,58,108,139,136,133,143
1673,customer-1380,192,236,122,40,87,183,81,252,230
1674,customer-531,192,239,110,134,173,55,114,171,100
1675,customer-1656,192,244,174,157,127,156,66,120,210
1676,customer-559,192,250,124,31,187,176,195,194,99
1677,customer-1862,192,259,70,198,97,129,168,16,178
1678,customer-1908,192,264,121,80,65,121,28,192,75
1679,customer-1464,192,276,48,177,4,240,129,83,179
1680,customer-1600,192,279,134,107,249,95,174,26,173
1681,customer-614,193,214,38,172,101,160,175,137,74
1682,customer-1245,193,223,121,189,44,59,122,53,4
1683,customer-1968,193,246,99,179,109,33,55,166,206
1684,customer-542,193,263,210,174,13,232,67,71,124
1685,customer-134,193,264,44,120,54,228,108,132,177
1686,customer-635,193,270,220,171,73,139,157,176,32
1687,customer-376,193,274,190,220,93,173,48,136,141
1688,customer-1151,194,217,197,195,201,171,83,198,67
1689,customer-260,194,242,118,268,217,78,60,57,33
1690,customer-1072,194,244,180,115,90,90,152,149,43
1691,customer-594,194,255,177,132,53,97,78,152,150
1692,customer-1449,194,265,97,109,180,132,70,163,57
1693,customer-16,195,198,87,19,159,132,4,121,136
1694,customer-1613,195,209,65,235,125,54,189,166,87
1695,customer-841,195,218,161,17,63,115,186,79,41
1696,customer-944,195,218,20,109,135,107,182,141,35
1697,customer-1,195,220,123,28,54,35,172,152,194
1698,customer-1361,195,226,204,28,108,135,130,130,211
1699,customer-1604,195,235,128,128,110,205,44,49,92
1700,customer-1864,195,241,141,200,191,181,245,152,150
1701,customer-1707,195,246,58,170,169,140,94,179,184
1702,customer-724,195,255,40,199,217,189,133,63,201
1703,customer-1415,195,258,260,110,109,177,170,141,52
1704,customer-1631,195,258,66,102,185,190,47,62,73
1705,customer-1326,195,269,191,192,189,102,225,127,43
1706,customer-696,195,274,182,127,167,167,79,195,198
1707,customer-306,196,213,179,66,12,25,194,47,197
1708,customer-1338,196,254,203,146,87,143,103,30,87
1709,customer-645,196,284,35,195,74,90,120,138,113
1710,customer-1644,197,200,215,149,95,174,100,120,216
1711,customer-399,197,205,89,130,115,193,190,177,75
1712,customer-1265,197,205,205,141,110,120,67,238,175
1713,customer-1611,197,206,160,127,143,278,61,85,208
1714,customer-1846,197,212,147,16,175,49,80,48,77
1715,customer-228,197,221,162,134,104,197,177,156,132
1716,customer-1896,197,268,129,85,210,164,162,86,119
1717,customer-332,197,271,115,11,122,41,131,150,193
1718,customer-919,197,279,127,220,193,87,102,35,81
1719,customer-1133,197,280,91,19,220,177,192,163,184
1720,customer-1205,197,285,42,120,146,113,180,198,64
1721,customer-1732,197,287,85,194,225,181,199,103,236
1722,customer-1717,198,213,120,96,144,180,166,130,80
1723,customer-164,198,216,163,32,196,239,128,174,238
1724,customer-1901,198,220,191,69,86,134,152,59,149
1725,customer-1150,198,222,126,166,229,92,159,88,214
1726,customer-1453,198,233,66,142,200,162,200,82,62
1727,customer-1553,198,258,94,74,105,105,106,149,78
1728,customer-1273,198,265,57,140,261,154,162,31,165
1729,customer-1363,198,275,226,170,193,124,130,146,122
1730,customer-1147,199,226,114,154,60,263,177,180,70
1731,customer-1857,199,245,64,92,175,11,232,124,116
1732,customer-1260,199,246,185,134,35,155,78,218,24
1733,customer-1145,199,248,116,135,104,78,39,79,147
1734,customer-1476,199,261,45,45,82,90,130,169,217
1735,customer-253,199,266,125,37,155,53,97,76,213
1736,customer-591,199,273,85,57,239,30,22,121,68
1737,customer-825,199,273,111,211,2,124,174,179,55
1738,customer-1793,199,279,131,213,222,45,91,165,174
1739,customer-1875,199,289,104,81,162,160,100,189,89
1740,customer-1477,200,216,127,159,22,99,167,109,178
1741,customer-862,200,248,181,203,99,224,175,36,145
1742,customer-582,200,255,136,49,97,207,108,129,114
1743,customer-45,200,256,158,183,76,99,207,155,43
1744,customer-1251,200,258,105,17,88,162,181,99,186
1745,customer-938,200,268,170,95,34,241,40,161,229
1746,customer-94,200,274,166,52,91,118,206,182,35
1747,customer-1580,200,288,86,195,58,96,190,212,194
1748,customer-431,201,208,37,228,132,54,26,163,75
1749,customer-335,201,222,124,27,80,214,87,81,159
1750,customer-736,201,223,151,119,191,62,144,192,166
1751,customer-1816,201,232,27,238,186,66,77,92,52
1752,customer-932,201,286,73,43,224,195,155,8,147
1753,customer-1715,201,286,43,79,200,120,166,145,29
1754,customer-1723,201,293,119,171,19,134,137,76,139
1755,customer-1689,202,240,213,61,82,87,176,134,178
1756,customer-201,202,254,122,85,165,20,46,167,232
1757,customer-1536,202,258,20,120,157,122,85,30,77
1758,customer-2,202,272,192,234,54,122,198,128,217
1759,customer-11,202,274,217,238,49,46,36,46,177
1760,customer-1176,202,274,69,207,37,96,74,102,188
1761,customer-595,203,212,28,122,27,236,128,90,138
1762,customer-742,203,231,124,64,232,57,231,188,50
1763,customer-1085,203,231,74,54,183,50,165,23,188
1764,customer-118,203,236,101,39,149,165,157,36,173
1765,customer-1163,203,256,26,26,215,122,117,150,154
1766,customer-203,203,273,151,19,88,51,193,203,111
1767,customer-1034,203,280,10,220,87,128,185,157,33
1768,customer-133,203,299,112,177,212,97,180,262,84
1769,customer-876,204,207,201,162,131,34,62,47,172
1770,customer-1244,204,224,53,81,110,13,89,205,208
1771,customer-1850,204,234,16,135,143,205,42,1,77
1772,customer-1432,204,237,129,164,209,176,112,93,145
1773,customer-1847,204,259,104,220,218,68,192,136,192
1774,customer-1663,204,262,108,163,63,215,93,82,97
1775,customer-1963,204,267,177,257,191,102,167,189,148
1776,customer-1308,204,301,107,157,129,57,35,155,60
1777,customer-1954,204,303,148,22,105,62,208,101,136
1778,customer-42,205,261,55,164,194,92,164,98,33
1779,customer-1217,205,278,203,233,28,194,190,76,129
1780,customer-770,205,281,47,47,191,173,140,126,122
1781,customer-1913,205,293,228,53,179,40,119,186,223
1782,customer-1358,205,294,58,125,146,234,205,5,24
1783,customer-1551,206,217,214,80,158,172,138,157,129
1784,customer-1372,206,229,45,193,157,118,67,150,221
1785,customer-1378,206,242,116,124,126,52,220,39,115
1786,customer-765,206,253,172,235,102,114,204,170,123
1787,customer-641,206,260,113,178,216,164,90,85,172
1788,customer-451,206,288,158,71,150,46,136,80,176
1789,customer-1344,206,293,238,58,87,75,128,83,215
1790,customer-563,206,296,49,149,206,112,52,137,47
1791,customer-1540,206,298,206,140,13,52,96,149,92
1792,customer-1786,206,298,159,200,139,64,215,69,134
1793,customer-575,207,217,19,37,28,22,103,159,23
1794,customer-776,207,217,15,157,82,153,176,25,205
1795,customer-1483,207,220,150,16,79,176,211,114,139
1796,customer-37,207,222,67,107,147,54,193,86,19
1797,customer-243,207,223,35,243,167,56,7,171,118
1798,customer-193,207,238,96,187,184,103,178,81,116
1799,customer-670,207,252,219,151,68,59,139,69,137
1800,customer-1798,207,253,200,140,37,209,52,153,56
1801,customer-1942,207,258,39,126,136,73,147,128,176
1802,customer-1651,207,273,53,103,134,142,28,67,47
1803,customer-165,207,275,74,129,210,147,26,154,140
1804,customer-570,207,276,197,161,218,224,73,122,171
1805,customer-1739,207,287,180,227,123,152,22,208,169
1806,customer-114,207,290,197,56,177,186,96,73,118
1807,customer-1382,208,210,238,35,145,102,12,157,62
1808,customer-731,208,212,159,180,211,54,159,51,176
1809,customer-397,208,218,171,256,11,83,32,52,127
1810,customer-1873,208,218,171,48,171,108,167,128,279
1811,customer-511,208,222,125,160,42,121,155,57,42
1812,customer-1845,208,228,200,146,279,36,146,208,99
1813,customer-363,208,231,64,109,26,159,172,31,62
1814,customer-1627,208,235,136,157,142,68,143,156,69
1815,customer-569,208,246,64,67,16,89,78,243,76
1816,customer-686,208,259,165,208,28,22,244,112,27
1817,customer-879,208,261,126,86,57,183,203,86,12
1818,customer-536,208,282,188,193,215,83,107,223,52
1819,customer-747,208,297,155,174,73,156,64,44,204
1820,customer-1546,209,211,205,166,39,219,191,158,88
1821,customer-330,209,213,86,116,35,72,41,205,151
1822,customer-952,209,235,171,213,129,40,92,23,56
1823,customer-1399,209,235,180,182,171,91,127,240,183
1824,customer-648,209,258,111,149,46,71,149,145,197
1825,customer-151,209,266,227,149,189,117,248,171,209
1826,customer-1704,209,270,193,46,95,159,106,94,53
1827,customer-150,209,275,66,48,203,92,96,102,156
1828,customer-1457,209,298,0,157,200,35,37,210,257
1829,customer-1758,210,233,66,65,24,132,137,106,135
1830,customer-1561,210,271,32,172,122,95,116,68,228
1831,customer-971,210,292,54,197,114,106,120,15,14
1832,customer-1305,210,307,59,56,129,97,101,116,161
1833,customer-1262,211,223,219,148,197,92,128,137,68
1834,customer-1215,211,247,70,43,73,70,160,147,200
1835,customer-1185,211,258,152,44,101,180,215,231,162
1836,customer-1827,211,258,113,184,116,199,150,143,178
1837,customer-369,211,281,141,68,78,202,154,170,108
1838,customer-441,211,285,76,256,49,98,162,103,44
1839,customer-1994,211,297,63,117,145,162,134,12,79
1840,customer-218,211,299,227,7,43,128,38,133,186
1841,customer-1289,211,299,136,124,156,59,176,130,88
1842,customer-639,212,242,95,168,76,80,57,147,201
1843,customer-673,213,216,208,130,127,165,59,260,71
1844,customer-1199,213,239,203,191,172,124,54,145,160
1845,customer-677,213,265,48,156,176,179,192,130,213
1846,customer-880,213,281,117,86,203,207,151,163,113
1847,customer-953,213,293,232,12,40,216,186,142,202
1848,customer-1146,213,298,231,52,229,62,23,147,168
1849,customer-1573,214,227,65,45,163,114,229,217,31
1850,customer-1814,214,233,139,112,146,114,214,179,41
1851,customer-548,214,237,64,177,133,190,137,118,208
1852,customer-1224,214,237,209,156,79,111,67,155,87
1853,customer-529,214,246,113,170,138,82,18,97,53
1854,customer-1293,214,279,60,90,169,103,212,41,126
1855,customer-667,214,284,155,136,38,239,98,74,234
1856,customer-22,214,297,47,65,126,134,181,172,96
1857,customer-1099,214,310,156,189,157,64,189,82,44
1858,customer-1563,215,239,145,143,165,244,18,133,192
1859,customer-59,215,243,201,164,137,141,24,118,113
1860,customer-521,216,218,150,177,132,159,64,229,168
1861,customer-1394,216,225,143,99,130,138,83,200,104
1862,customer-227,216,287,99,121,164,175,139,131,17
1863,customer-1617,217,254,172,122,167,167,280,169,213
1864,customer-1077,217,265,135,66,67,7,104,143,40
1865,customer-1628,217,276,126,97,180,177,244,78,177
1866,customer-10,217,284,102,144,89,119,225,143,63
1867,customer-1137,217,293,199,129,57,101,144,212,69
1868,customer-425,217,304,254,11,82,144,113,46,247
1869,customer-392,218,228,191,95,148,100,158,116,181
1870,customer-163,218,258,74,175,214,143,64,117,181
1871,customer-1909,218,298,186,115,201,103,150,211,100
1872,customer-274,218,305,98,152,83,38,144,174,116
1873,customer-1789,219,227,47,179,72,183,208,123,107
1874,customer-1117,219,234,52,77,146,217,98,181,116
1875,customer-836,219,252,217,167,122,55,136,114,89
1876,customer-1843,219,260,66,41,168,43,49,191,67
1877,customer-1661,219,279,47,109,24,155,56,235,189
1878,customer-783,220,234,93,186,93,144,48,167,140
1879,customer-1031,220,280,90,110,90,172,162,144,170
1880,customer-1596,220,281,119,204,97,139,160,32,76
1881,customer-623,220,288,112,92,185,198,104,88,126
1882,customer-1542,221,259,173,124,89,149,30,182,63
1883,customer-998,221,307,272,206,38,181,131,214,198
1884,customer-1233,222,264,74,103,148,168,253,50,277
1885,customer-1691,222,282,185,185,35,128,155,179,204
1886,customer-1083,222,302,154,146,60,106,155,220,140
1887,customer-703,223,236,194,94,10,107,52,117,164
1888,customer-411,223,250,90,81,178,106,189,170,99
1889,customer-1562,223,250,148,206,130,163,156,228,147
1890,customer-1970,223,270,32,156,75,83,41,47,190
1891,customer-762,224,236,22,30,74,118,171,139,93
1892,customer-303,224,256,19,41,145,109,238,156,226
1893,customer-581,224,258,113,166,236,40,77,157,138
1894,customer-1743,224,268,255,168,44,128,192,85,67
1895,customer-1025,225,263,222,26,73,122,88,100,86
1896,customer-1228,225,282,103,229,182,177,42,119,185
1897,customer-1412,225,286,40,127,101,171,143,115,35
1898,customer-438,225,288,170,199,22,208,184,144,113
1899,customer-416,225,313,92,130,116,94,134,193,135
1900,customer-1130,225,313,28,33,14,28,122,174,181
1901,customer-1243,225,316,95,102,109,189,60,57,204
1902,customer-1236,225,321,122,166,157,212,48,117,76
1903,customer-1974,225,321,180,129,18,220,54,116,201
1904,customer-752,226,240,112,150,131,56,139,103,196
1905,customer-1855,226,259,228,66,170,40,100,211,131
1906,customer-1554,226,296,43,138,130,238,123,146,106
1907,customer-362,227,233,49,142,38,132,37,139,199
1908,customer-220,227,271,121,56,99,86,106,124,115
1909,customer-250,227,273,179,158,180,79,126,66,97
1910,customer-1582,227,273,93,30,122,73,12,43,174
1911,customer-338,227,292,186,33,62,80,81,203,118
1912,customer-1028,227,301,250,237,121,60,38,201,133
1913,customer-269,227,305,152,122,53,98,157,69,125
1914,customer-407,228,272,105,18,106,205,78,45,230
1915,customer-859,228,291,150,167,51,243,216,85,173
1916,customer-832,228,295,153,157,171,178,46,135,91
1917,customer-1310,229,241,11,89,108,50,24,196,148
1918,customer-1679,229,273,149,194,26,118,188,65,91
1919,customer-1033,230,241,204,167,137,149,84,191,164
1920,customer-515,230,248,73,15,57,166,90,104,128
1921,customer-301,230,276,42,31,36,234,150,132,118
1922,customer-694,230,304,96,238,104,119,31,21,169
1923,customer-1926,230,314,48,30,140,102,197,46,112
1924,customer-50,231,237,150,155,154,175,118,218,212
1925,customer-1359,231,244,162,60,119,207,33,78,75
1926,customer-115,231,257,109,57,107,163,115,32,159
1927,customer-1165,231,273,156,183,212,176,81,36,149
1928,customer-281,231,305,202,18,149,121,145,95,147
1929,customer-1685,233,262,145,63,171,133,65,63,176
1930,customer-191,233,285,98,192,174,58,144,159,68
1931,customer-675,233,300,51,131,107,89,161,39,131
1932,customer-1153,233,308,184,99,164,209,122,118,47
1933,customer-1489,233,318,132,183,165,29,27,212,255
1934,customer-1890,234,316,109,53,96,74,185,160,102
1935,customer-28,235,246,90,127,72,97,72,79,197
1936,customer-1928,235,248,42,146,105,163,171,199,23
1937,customer-1791,235,280,171,117,171,226,49,176,79
1938,customer-743,235,287,132,62,247,77,199,114,191
1939,customer-1070,235,303,112,123,177,193,155,57,131
1940,customer-309,235,306,182,209,119,223,146,243,85
1941,customer-219,236,239,78,66,122,77,184,14,124
1942,customer-1339,236,245,179,82,150,50,46,59,95
1943,customer-872,236,246,159,165,47,47,136,111,237
1944,customer-995,236,246,133,108,98,17,6,125,46
1945,customer-1702,236,264,165,201,67,87,205,169,154
1946,customer-533,236,325,157,45,217,62,95,102,114
1947,customer-7,237,260,80,131,81,42,96,191,141
1948,customer-1829,237,310,153,114,117,142,203,79,148
1949,customer-1162,237,330,186,212,112,21,141,57,90
1950,customer-712,238,248,121,20,167,156,125,200,73
1951,customer-1937,238,269,243,27,129,210,171,217,61
1952,customer-92,238,303,103,165,89,109,193,139,49
1953,customer-1507,238,310,180,162,147,166,145,115,186
1954,customer-1872,239,246,109,193,56,174,216,99,81
1955,customer-1171,239,268,78,211,112,148,245,119,92
1956,customer-393,240,275,103,107,187,171,60,91,102
1957,customer-285,241,260,53,187,32,127,73,39,118
1958,customer-1057,241,281,189,135,112,52,172,169,42
1959,customer-4,241,301,57,117,116,129,113,47,196
1960,customer-283,243,334,187,44,45,141,210,69,150
1961,customer-1167,243,338,63,142,147,149,67,89,130
1962,customer-839,243,340,210,207,76,261,114,145,32
1963,customer-1866,244,307,25,148,149,178,122,201,63
1964,customer-786,244,311,47,69,201,202,44,109,138
1965,customer-1007,245,246,200,74,120,173,35,255,157
1966,customer-15,245,273,128,81,138,83,149,209,209
1967,customer-196,245,289,86,242,146,74,155,172,46
1968,customer-520,245,305,192,87,145,216,102,115,178
1969,customer-1802,246,319,79,172,145,136,76,86,200
1970,customer-1960,248,290,188,183,39,214,195,52,180
1971,customer-629,248,295,77,167,98,143,110,204,72
1972,customer-1588,248,311,199,47,236,191,25,99,94
1973,customer-198,248,326,60,235,46,179,203,209,53
1974,customer-1917,248,343,58,108,125,187,86,75,48
1975,customer-757,250,284,152,200,89,121,141,179,62
1976,customer-1066,250,298,61,165,55,154,48,236,226
1977,customer-1947,250,335,53,203,122,183,98,254,78
1978,customer-1612,251,285,67,218,123,192,155,181,213
1979,customer-1493,253,313,34,245,75,132,158,68,93
1980,customer-1287,253,338,46,52,33,137,150,212,67
1981,customer-1301,253,345,66,121,72,81,135,199,40
1982,customer-849,254,343,223,165,178,70,54,125,80
1983,customer-374,258,303,22,253,129,93,182,103,110
1984,customer-818,258,306,25,189,184,168,137,101,53
1985,customer-140,258,333,94,89,111,125,221,27,165
1986,customer-1384,261,341,8,144,140,196,1,139,107
1987,customer-1934,262,266,53,43,186,135,46,28,162
1988,customer-1851,263,293,142,234,138,50,80,124,155
1989,customer-1469,263,329,185,218,52,172,142,210,40
1990,customer-772,264,292,214,91,197,143,78,110,139
1991,customer-1605,266,281,133,144,127,241,98,102,18
1992,customer-420,267,272,11,105,97,118,74,76,77
1993,customer-1373,267,272,126,143,143,78,158,88,159
1994,customer-413,267,287,228,179,167,208,104,147,84
1995,customer-1992,268,324,70,183,114,65,184,189,142
1996,customer-711,270,353,25,170,39,129,132,206,126
1997,customer-1675,272,272,23,203,55,180,60,30,103
1998,customer-1680,272,283,197,133,24,88,8,144,136
1999,customer-1835,274,345,208,189,262,183,105,207,195
2000,customer-305,276,291,124,121,12,174,26,137,141
