ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
88360,product-230754,11,79,59,29,18,26,79
88361,product-230751,11,81,58,35,17,25,79
88362,product-131119,11,19,52,2,22,12,90
88363,product-38180,11,90,56,32,26,61,80
88364,product-38172,11,92,55,11,25,66,81
88365,product-38168,11,88,55,2,23,67,80
88366,product-230687,11,22,69,40,38,17,91
88367,product-225236,11,18,46,28,24,10,89
88368,product-325621,11,83,56,6,23,4,80
88369,product-38155,11,25,57,40,26,76,91
88370,product-38142,11,46,57,68,26,81,89
88371,product-230611,11,34,70,6,22,57,92
88372,product-230610,11,34,70,6,22,57,91
88373,product-38136,11,52,57,62,36,83,87
88374,product-133377,11,87,65,13,22,64,80
88375,product-131088,11,27,58,11,23,24,91
88376,product-131086,11,26,59,12,24,25,91
88377,product-397514,11,32,38,8,25,23,91
88378,product-10527,11,98,37,13,23,8,82
88379,product-10528,11,96,37,6,23,7,81
88380,product-38362,11,21,56,15,25,71,90
88381,product-38361,11,97,56,17,24,71,81
88382,product-230810,11,85,63,32,29,30,79
88383,product-325640,11,81,60,36,33,10,78
88384,product-230806,11,94,62,24,28,31,80
88385,product-230805,11,96,62,22,27,31,81
88386,product-325638,11,89,59,32,33,10,79
88387,product-131051,11,23,58,4,24,40,91
88388,product-225048,11,94,61,6,25,37,80
88389,product-19430,11,16,44,30,24,34,89
88390,product-131067,11,98,60,28,32,33,81
88391,product-19437,11,23,43,14,27,29,91
88392,product-38307,11,65,53,19,24,80,82
88393,product-38306,11,60,53,17,25,80,83
88394,product-230797,11,90,61,8,24,32,79
88395,product-230777,11,72,61,31,24,37,80
88396,product-230780,11,65,62,37,21,36,82
88397,product-38269,11,32,67,5,23,56,91
88398,product-38270,11,27,67,3,22,56,91
88399,product-38273,11,52,67,0,22,57,87
88400,product-131080,11,33,60,20,27,28,91
88401,product-131155,11,26,67,9,24,71,91
88402,product-131079,11,31,60,22,27,28,92
88403,product-131078,11,29,60,24,27,28,91
88404,product-225097,11,16,67,7,21,22,89
88405,product-38294,11,46,52,13,23,71,89
88406,product-38295,11,58,52,13,23,71,85
88407,product-38296,11,52,53,13,24,71,87
88408,product-102,11,33,63,12,24,94,92
88409,product-225102,11,15,65,2,22,22,88
88410,product-20006,11,16,43,12,28,30,89
88411,product-230603,11,35,72,6,22,56,92
88412,product-230601,11,38,72,6,22,55,91
88413,product-19477,11,16,32,11,24,16,89
88414,product-225437,11,56,55,52,15,17,85
88415,product-225447,11,81,56,46,15,21,78
88416,product-37991,11,16,53,17,29,48,89
88417,product-225449,11,83,56,42,16,22,79
88418,product-225453,11,82,57,33,18,23,79
88419,product-225454,11,82,57,31,18,24,79
88420,product-225455,11,84,57,29,18,24,79
88421,product-37980,11,17,54,14,28,55,89
88422,product-225456,11,84,57,27,19,25,79
88423,product-225457,11,84,58,25,19,25,79
88424,product-133304,11,98,55,15,29,12,82
88425,product-133303,11,97,55,14,28,13,81
88426,product-225460,11,81,58,19,21,26,79
88427,product-34226,11,45,56,30,30,70,89
88428,product-397615,11,35,34,14,31,15,91
88429,product-37967,11,88,55,32,25,61,79
88430,product-37964,11,90,55,26,25,63,79
88431,product-37959,11,82,55,9,24,66,79
88432,product-133296,11,97,55,2,23,19,81
88433,product-37946,11,28,56,37,24,75,92
88434,product-225476,11,82,59,9,26,33,78
88435,product-225485,11,74,61,25,34,37,80
88436,product-225486,11,73,62,27,35,38,80
88437,product-133284,11,15,58,9,23,24,88
88438,product-230402,11,19,67,24,23,28,89
88439,product-225489,11,14,62,35,35,39,88
88440,product-225493,11,99,61,21,24,38,82
88441,product-225495,11,18,61,6,24,37,89
88442,product-131233,11,27,66,28,37,56,91
88443,product-225463,11,78,59,14,22,27,79
88444,product-38012,11,93,46,9,23,34,80
88445,product-38013,11,98,46,16,24,31,81
88446,product-34225,11,42,56,32,30,70,90
88447,product-131158,11,20,67,5,22,72,90
88448,product-230598,11,38,72,8,24,55,91
88449,product-38120,11,55,55,41,30,84,86
88450,product-38118,11,66,55,39,29,84,82
88451,product-38111,11,60,54,26,26,82,83
88452,product-225330,11,99,37,19,30,5,82
88453,product-131164,11,75,66,4,23,79,80
88454,product-131167,11,66,66,10,24,80,81
88455,product-38101,11,43,52,6,24,73,90
88456,product-38097,11,40,52,12,24,72,91
88457,product-225351,11,21,65,3,22,64,90
88458,product-19464,11,20,38,10,27,22,90
88459,product-325612,11,88,62,16,27,6,79
88460,product-230543,11,18,42,24,24,11,89
88461,product-88,11,28,36,16,25,18,91
88462,product-34219,11,41,57,44,31,72,91
88463,product-38065,11,23,67,5,23,57,91
88464,product-225409,11,73,70,31,31,19,80
88465,product-230462,11,16,41,2,22,18,89
88466,product-230508,11,25,46,0,22,18,91
88467,product-230509,11,29,46,0,22,17,91
88468,product-131191,11,15,68,22,26,79,88
88469,product-131189,11,86,69,26,29,81,79
88470,product-230602,11,37,72,6,22,55,91
88471,product-131187,11,75,68,29,27,82,80
88472,product-133333,11,74,67,14,24,83,80
88473,product-397593,11,32,38,9,24,24,92
88474,product-325609,11,98,62,15,26,7,82
88475,product-230537,11,38,43,12,24,13,91
88476,product-38063,11,12,33,0,22,6,87
88477,product-38064,11,18,67,6,23,56,89
88478,product-131185,11,72,68,32,27,82,80
88479,product-42041,11,57,58,47,29,79,85
88480,product-225862,11,66,70,34,31,18,81
88481,product-19996,11,16,44,24,27,33,89
88482,product-398219,11,27,37,11,23,22,91
88483,product-133018,11,94,65,19,23,62,80
88484,product-226387,11,86,62,27,34,37,79
88485,product-10933,11,23,33,8,23,9,91
88486,product-36957,11,69,54,8,25,71,81
88487,product-36949,11,72,67,14,27,60,80
88488,product-19945,11,27,51,26,27,54,91
88489,product-10927,11,94,34,2,23,6,81
88490,product-36941,11,20,66,2,23,59,90
88491,product-36940,11,23,67,4,24,59,91
88492,product-36938,11,23,67,9,23,58,91
88493,product-325433,11,34,60,15,28,20,91
88494,product-226408,11,92,61,8,25,35,81
88495,product-398250,11,12,30,19,35,8,87
88496,product-398215,11,44,38,14,24,22,90
88497,product-226410,11,99,61,12,25,35,83
88498,product-19557,11,48,64,0,22,91,89
88499,product-226412,11,96,61,16,26,35,81
88500,product-226414,11,94,61,20,26,35,80
88501,product-226415,11,92,61,26,27,34,80
88502,product-325430,11,62,60,21,28,19,83
88503,product-19942,11,37,51,30,28,55,91
88504,product-226419,11,84,62,35,29,33,79
88505,product-36904,11,27,41,37,24,15,91
88506,product-34408,11,71,58,45,41,84,81
88507,product-36896,11,16,44,23,29,19,89
88508,product-132992,11,16,67,37,20,77,89
88509,product-226426,11,98,61,47,33,31,82
88510,product-398286,11,47,38,14,24,22,89
88511,product-226429,11,94,62,41,34,30,80
88512,product-19556,11,40,64,2,23,91,91
88513,product-131663,11,49,61,9,23,53,88
88514,product-36975,11,55,53,15,25,75,86
88515,product-19953,11,38,49,18,25,51,91
88516,product-37093,11,98,51,2,24,45,82
88517,product-229731,11,31,72,11,23,56,91
88518,product-37084,11,97,52,2,22,52,81
88519,product-229721,11,56,78,5,26,54,85
88520,product-19972,11,28,46,2,22,44,91
88521,product-131585,11,24,67,2,23,71,91
88522,product-229675,11,22,43,17,24,13,91
88523,product-131592,11,66,66,8,23,80,82
88524,product-398178,11,95,30,18,35,7,81
88525,product-229670,11,38,44,11,25,13,91
88526,product-398182,11,74,29,0,22,26,80
88527,product-37052,11,32,55,9,23,66,92
88528,product-37040,11,18,56,26,29,73,89
88529,product-37039,11,16,56,28,29,73,89
88530,product-226369,11,92,59,12,22,28,80
88531,product-34398,11,67,57,24,36,87,81
88532,product-37020,11,82,58,75,28,80,79
88533,product-37016,11,63,57,70,38,82,83
88534,product-37015,11,59,57,69,36,82,85
88535,product-229589,11,16,46,0,22,13,89
88536,product-37010,11,62,56,62,33,84,83
88537,product-226345,11,59,55,56,14,18,85
88538,product-226350,11,75,55,52,14,20,80
88539,product-133027,11,17,65,28,35,59,89
88540,product-36998,11,57,56,37,31,85,85
88541,product-36997,11,59,56,35,30,85,84
88542,product-133025,11,22,66,29,23,60,91
88543,product-36991,11,73,55,22,28,83,80
88544,product-133021,11,86,65,23,23,61,79
88545,product-19955,11,48,48,17,26,50,89
88546,product-229635,11,58,53,34,39,18,85
88547,product-36876,11,12,45,7,24,33,87
88548,product-36875,11,16,46,5,24,33,89
88549,product-36865,11,24,51,4,23,46,91
88550,product-36759,11,56,56,32,31,85,86
88551,product-131711,11,98,61,26,27,31,82
88552,product-131712,11,17,61,23,27,30,89
88553,product-398318,11,24,30,21,35,7,91
88554,product-229515,11,71,62,10,25,33,80
88555,product-19574,11,38,63,13,24,93,91
88556,product-131715,11,28,60,20,26,29,92
88557,product-36719,11,81,54,9,25,71,79
88558,product-226559,11,18,48,21,26,15,89
88559,product-36707,11,92,66,6,25,60,81
88560,product-36705,11,97,66,2,23,60,81
88561,product-226570,11,29,47,21,26,12,92
88562,product-131719,11,33,59,15,24,27,91
88563,product-36701,11,12,67,9,25,59,87
88564,product-36760,11,57,56,34,30,85,85
88565,product-36700,11,98,67,15,23,58,82
88566,product-131723,11,27,59,8,24,26,91
88567,product-398357,11,31,37,15,25,21,92
88568,product-131727,11,26,58,4,22,24,91
88569,product-226588,11,39,41,34,17,9,91
88570,product-325398,11,61,49,2,23,10,83
88571,product-52,11,16,33,10,24,13,89
88572,product-325397,11,52,49,2,23,9,87
88573,product-325061,11,84,62,3,22,13,79
88574,product-325062,11,84,62,2,22,13,80
88575,product-36669,11,37,41,38,24,14,91
88576,product-36665,11,39,41,34,24,15,91
88577,product-10653,11,18,37,8,23,8,89
88578,product-36657,11,95,43,18,27,20,81
88579,product-226612,11,96,33,24,42,12,81
88580,product-36695,11,16,69,38,25,53,89
88581,product-229538,11,12,62,26,27,27,87
88582,product-226496,11,26,48,5,23,19,91
88583,product-226490,11,40,49,17,26,21,91
88584,product-19563,11,43,64,11,24,92,90
88585,product-131671,11,16,60,2,22,50,89
88586,product-36858,11,89,52,9,25,49,80
88587,product-34414,11,27,58,58,39,82,91
88588,product-36852,11,32,52,0,22,52,91
88589,product-398290,11,27,37,13,22,21,91
88590,product-229564,11,14,54,0,22,30,88
88591,product-131676,11,90,58,4,23,46,79
88592,product-10923,11,29,37,0,22,6,91
88593,product-36839,11,23,55,28,32,57,91
88594,product-132983,11,24,68,35,22,80,91
88595,product-34422,11,48,58,73,36,79,89
88596,product-36830,11,80,55,31,25,61,79
88597,product-36829,11,79,55,29,24,62,80
88598,product-36827,11,91,55,25,23,63,80
88599,product-132979,11,46,69,36,28,81,89
88600,product-132978,11,61,69,35,28,82,83
88601,product-36791,11,27,57,56,32,77,91
88602,product-229542,11,88,59,4,24,26,79
88603,product-229544,11,97,68,8,22,25,82
88604,product-34427,11,38,58,67,36,77,91
88605,product-34426,11,46,58,68,36,78,89
88606,product-132975,11,76,68,31,27,83,80
88607,product-226251,11,27,66,2,22,63,91
88608,product-36804,11,28,56,28,29,73,92
88609,product-36808,11,38,55,19,27,72,91
88610,product-36810,11,40,55,15,27,71,91
88611,product-132977,11,68,69,34,28,82,81
88612,product-229548,11,12,65,30,24,28,87
88613,product-36815,11,15,54,4,22,69,88
88614,product-36816,11,17,54,2,22,68,89
88615,product-36806,11,22,56,24,28,72,90
88616,product-37096,11,20,49,14,24,41,90
88617,product-34378,11,40,55,34,32,79,91
88618,product-229738,11,26,71,11,20,57,91
88619,product-225965,11,81,62,32,28,34,79
88620,product-225967,11,82,62,37,29,34,79
88621,product-10946,11,49,56,30,28,86,88
88622,product-37381,11,16,40,29,33,12,89
88623,product-37376,11,38,41,37,33,15,91
88624,product-37373,11,30,41,38,23,17,91
88625,product-225975,11,96,61,45,33,31,81
88626,product-325486,11,50,69,26,32,41,88
88627,product-397984,11,50,38,28,48,25,88
88628,product-37367,11,23,43,26,27,20,91
88629,product-37366,11,18,44,24,28,20,89
88630,product-37365,11,16,44,23,28,20,89
88631,product-225981,11,94,61,19,33,30,80
88632,product-397993,11,27,38,10,25,23,91
88633,product-225962,11,85,61,26,26,35,79
88634,product-37358,11,86,44,0,22,27,79
88635,product-19991,11,22,44,26,24,35,90
88636,product-37351,11,17,45,11,24,30,89
88637,product-229954,11,88,63,45,31,30,79
88638,product-229953,11,91,63,43,30,30,80
88639,product-34333,11,26,66,22,24,60,91
88640,product-133083,11,23,62,18,27,33,91
88641,product-397998,11,24,37,5,22,22,91
88642,product-226010,11,19,66,2,23,23,90
88643,product-131494,11,82,60,24,31,34,79
88644,product-226015,11,12,64,13,23,25,87
88645,product-398005,11,37,35,2,22,19,91
88646,product-325034,11,87,61,46,38,13,80
88647,product-226019,11,12,60,22,24,26,87
88648,product-325037,11,86,61,45,28,14,79
88649,product-325028,11,78,60,36,35,10,79
88650,product-60,11,28,47,27,35,44,92
88651,product-225961,11,95,61,19,26,35,81
88652,product-225960,11,98,61,17,26,35,82
88653,product-37488,11,77,57,68,36,82,79
88654,product-37487,11,80,57,67,36,82,79
88655,product-225893,11,57,55,54,14,17,85
88656,product-229970,11,86,59,6,24,26,79
88657,product-397902,11,48,38,28,24,25,89
88658,product-225900,11,77,56,50,14,20,80
88659,product-225901,11,79,56,48,15,21,79
88660,product-19540,11,62,65,37,25,88,83
88661,product-131446,11,94,66,30,32,57,81
88662,product-37467,11,56,55,33,29,84,86
88663,product-131447,11,21,66,29,37,57,90
88664,product-225908,11,85,57,33,18,23,79
88665,product-133113,11,94,55,13,28,13,81
88666,product-225915,11,86,58,16,21,27,79
88667,product-225916,11,86,59,14,22,27,79
88668,product-325017,11,79,58,16,28,7,79
88669,product-229968,11,99,59,2,23,26,82
88670,product-225955,11,85,61,5,24,36,79
88671,product-133095,11,41,59,4,23,28,91
88672,product-225953,11,85,60,2,23,36,79
88673,product-37405,11,30,68,14,24,57,91
88674,product-225950,11,24,61,6,24,37,91
88675,product-397925,11,36,35,4,22,19,92
88676,product-34336,11,23,66,16,22,61,91
88677,product-225944,11,17,62,36,25,39,89
88678,product-225940,11,78,62,28,35,38,79
88679,product-397917,11,24,37,3,22,22,91
88680,product-397916,11,22,37,2,22,23,91
88681,product-397911,11,23,38,9,25,24,91
88682,product-65,11,12,34,15,25,16,87
88683,product-225922,11,33,58,3,23,29,91
88684,product-10947,11,35,56,29,28,85,92
88685,product-37501,11,32,57,54,27,78,91
88686,product-10606,11,79,39,4,21,39,79
88687,product-131505,11,24,60,24,27,30,91
88688,product-229886,11,81,59,29,22,26,79
88689,product-229885,11,81,59,31,22,26,79
88690,product-226166,11,78,26,0,22,9,79
88691,product-19548,11,51,65,19,27,90,87
88692,product-37178,11,88,67,6,25,59,79
88693,product-37174,11,23,66,2,23,59,91
88694,product-37173,11,21,67,4,24,59,90
88695,product-37172,11,23,67,6,22,58,91
88696,product-19987,11,14,46,18,24,38,88
88697,product-131552,11,19,52,9,24,8,90
88698,product-229815,11,36,69,34,38,16,91
88699,product-229766,11,84,70,22,32,63,80
88700,product-325046,11,17,61,17,25,18,89
88701,product-226210,11,88,35,18,26,0,80
88702,product-226137,11,23,47,24,25,12,91
88703,product-229756,11,99,67,0,22,61,82
88704,product-131559,11,28,70,24,24,59,91
88705,product-37138,11,38,41,37,24,16,91
88706,product-229743,11,29,70,11,22,58,91
88707,product-398141,11,46,38,15,25,23,89
88708,product-398142,11,41,38,14,25,23,91
88709,product-398143,11,38,38,12,25,23,91
88710,product-398144,11,34,38,11,24,23,91
88711,product-325047,11,18,61,15,25,17,89
88712,product-325048,11,16,61,14,24,17,89
88713,product-226239,11,27,70,3,22,61,91
88714,product-226240,11,28,70,2,22,61,91
88715,product-226241,11,28,70,2,22,61,91
88716,product-226242,11,27,69,2,22,61,91
88717,product-37101,11,47,49,11,24,39,89
88718,product-19986,11,18,46,16,24,38,89
88719,product-226136,11,20,47,24,25,12,90
88720,product-229887,11,81,59,27,23,26,78
88721,product-398071,11,23,38,7,23,23,91
88722,product-229936,11,82,61,5,23,33,79
88723,product-37289,11,84,55,12,24,65,79
88724,product-131506,11,28,60,23,27,29,91
88725,product-37282,11,99,55,13,27,71,82
88726,product-226061,11,25,48,2,23,18,91
88727,product-226068,11,99,48,10,25,14,82
88728,product-325039,11,91,61,41,29,15,80
88729,product-325040,11,89,61,40,29,15,80
88730,product-37264,11,18,57,52,32,77,89
88731,product-131513,11,31,59,13,25,26,91
88732,product-34359,11,60,55,26,30,75,84
88733,product-37261,11,28,58,67,27,79,91
88734,product-34360,11,48,56,28,30,75,89
88735,product-131515,11,27,59,9,24,26,91
88736,product-37254,11,65,57,70,37,82,82
88737,product-37250,11,69,57,64,36,83,81
88738,product-131517,11,29,58,7,23,25,91
88739,product-398070,11,26,38,8,24,23,91
88740,product-398069,11,29,38,9,24,23,91
88741,product-37212,11,45,53,14,25,75,89
88742,product-34362,11,51,55,31,29,76,87
88743,product-37216,11,42,52,2,20,80,90
88744,product-229898,11,98,60,13,25,31,82
88745,product-229939,11,69,62,11,25,32,80
88746,product-229899,11,94,60,13,25,31,80
88747,product-10622,11,19,42,8,25,29,89
88748,product-37232,11,57,55,31,29,84,85
88749,product-229915,11,63,62,37,35,37,83
88750,product-325041,11,88,62,38,30,15,80
88751,product-131519,11,28,58,6,22,24,92
88752,product-131518,11,29,58,6,23,24,91
88753,product-229901,11,84,60,14,22,32,79
88754,product-42043,11,77,59,43,30,78,79
88755,product-20463,11,29,55,11,26,80,91
88756,product-395426,11,40,42,27,36,35,91
88757,product-217460,11,92,57,30,24,26,80
88758,product-217461,11,91,57,28,24,26,80
88759,product-46757,11,36,53,41,24,54,92
88760,product-46756,11,42,53,41,24,54,90
88761,product-46755,11,38,53,42,24,54,91
88762,product-21033,11,19,61,22,21,94,90
88763,product-46748,11,31,55,43,22,57,92
88764,product-127774,11,25,63,21,22,61,91
88765,product-127775,11,25,63,21,22,61,91
88766,product-21028,11,28,62,21,21,93,91
88767,product-21024,11,40,62,21,22,92,91
88768,product-46732,11,12,56,33,21,65,87
88769,product-32697,11,52,55,18,27,75,87
88770,product-46725,11,23,57,34,26,72,91
88771,product-32686,11,60,54,10,24,73,83
88772,product-46724,11,20,57,35,27,73,90
88773,product-21017,11,32,62,24,22,91,92
88774,product-217515,11,37,60,39,31,36,91
88775,product-46698,11,78,56,40,32,81,79
88776,product-217521,11,36,59,28,32,34,91
88777,product-217528,11,34,58,13,28,31,91
88778,product-46689,11,68,52,21,23,78,81
88779,product-32705,11,57,55,30,29,77,85
88780,product-46686,11,42,53,26,24,62,90
88781,product-46683,11,38,53,24,22,61,91
88782,product-46681,11,42,54,22,22,61,90
88783,product-237925,11,36,46,0,22,22,92
88784,product-46675,11,42,55,18,22,59,90
88785,product-135789,11,37,72,27,38,75,91
88786,product-135788,11,36,72,29,38,75,91
88787,product-32704,11,62,55,29,29,77,83
88788,product-217546,11,22,61,2,23,14,90
88789,product-46774,11,68,54,39,31,47,81
88790,product-46783,11,47,54,32,35,44,89
88791,product-32670,11,23,65,11,25,65,91
88792,product-46899,11,23,58,4,23,52,91
88793,product-46896,11,42,62,6,25,49,91
88794,product-135813,11,87,69,12,23,80,79
88795,product-46891,11,41,62,12,22,47,91
88796,product-127720,11,82,67,25,29,83,79
88797,product-46889,11,26,62,14,23,47,91
88798,product-46877,11,69,67,2,22,43,81
88799,product-46871,11,24,70,19,28,42,91
88800,product-393052,11,44,37,13,25,20,90
88801,product-217354,11,91,61,8,23,52,80
88802,product-46858,11,27,35,19,23,11,91
88803,product-46856,11,19,35,19,24,12,89
88804,product-21051,11,27,58,17,24,89,91
88805,product-46779,11,66,54,36,33,45,81
88806,product-238173,11,80,62,27,20,31,79
88807,product-238161,11,94,59,32,12,26,81
88808,product-127741,11,27,67,17,24,78,91
88809,product-238113,11,28,65,2,22,14,92
88810,product-238105,11,16,67,9,25,17,89
88811,product-46830,11,15,47,30,29,29,88
88812,product-46829,11,15,47,30,22,29,88
88813,product-32680,11,42,53,2,22,73,91
88814,product-32683,11,57,53,6,24,73,85
88815,product-46812,11,31,48,2,22,34,91
88816,product-127749,11,18,66,9,22,71,89
88817,product-127753,11,18,65,11,21,69,89
88818,product-238042,11,44,39,33,37,9,90
88819,product-238041,11,41,40,34,38,9,90
88820,product-217453,11,12,58,28,23,22,87
88821,product-127737,11,31,68,24,26,79,91
88822,product-46668,11,26,56,13,23,57,91
88823,product-127804,11,96,59,23,25,42,81
88824,product-217551,11,98,60,12,23,15,81
88825,product-11589,11,27,54,14,21,83,91
88826,product-135747,11,16,56,38,27,15,89
88827,product-393152,11,45,27,7,24,4,89
88828,product-393153,11,31,27,8,25,4,92
88829,product-46544,11,37,55,31,37,42,91
88830,product-237781,11,94,63,29,29,33,80
88831,product-32727,11,46,57,33,39,81,89
88832,product-217695,11,91,24,0,22,0,80
88833,product-127849,11,22,57,2,23,26,90
88834,product-127850,11,18,57,0,22,26,89
88835,product-32733,11,16,53,15,28,84,89
88836,product-46520,11,53,53,39,23,51,87
88837,product-46518,11,44,53,39,23,52,90
88838,product-323739,11,79,62,5,22,12,79
88839,product-11590,11,18,54,14,21,82,89
88840,product-127858,11,28,56,10,25,20,92
88841,product-217739,11,68,33,18,25,11,81
88842,product-237671,11,23,76,22,26,48,91
88843,product-323742,11,78,62,2,23,11,79
88844,product-217759,11,90,61,9,24,52,80
88845,product-46487,11,78,56,38,22,64,79
88846,product-46480,11,21,56,35,24,69,90
88847,product-393184,11,48,42,2,23,30,89
88848,product-46466,11,34,57,38,27,75,91
88849,product-323747,11,98,61,34,29,5,82
88850,product-237636,11,59,39,29,37,12,84
88851,product-46453,11,68,58,61,30,81,81
88852,product-46451,11,68,58,58,38,82,81
88853,product-237628,11,68,39,20,22,15,81
88854,product-20993,11,56,64,23,24,88,85
88855,product-237712,11,24,67,11,25,17,91
88856,product-46563,11,28,48,6,24,35,91
88857,product-46564,11,34,48,5,24,34,91
88858,product-217672,11,12,41,17,25,4,87
88859,product-127805,11,96,59,21,26,41,81
88860,product-127806,11,97,59,20,26,41,82
88861,product-326614,11,41,61,5,23,30,91
88862,product-217578,11,20,48,0,22,20,90
88863,product-46647,11,27,63,15,23,47,91
88864,product-217581,11,53,47,0,22,19,87
88865,product-237843,11,97,62,13,24,18,82
88866,product-46641,11,27,68,11,26,44,91
88867,product-237839,11,41,63,21,27,18,90
88868,product-32707,11,60,56,32,29,77,84
88869,product-237834,11,23,63,31,28,19,91
88870,product-237833,11,20,63,33,28,19,90
88871,product-393134,11,29,37,14,26,21,91
88872,product-11600,11,15,53,13,28,74,88
88873,product-127824,11,31,56,2,22,35,92
88874,product-237817,11,84,64,28,29,25,79
88875,product-237813,11,71,63,19,25,25,80
88876,product-46570,11,91,48,3,23,32,80
88877,product-46571,11,94,48,5,23,32,80
88878,product-32718,11,50,57,49,33,79,88
88879,product-32717,11,38,57,47,33,79,91
88880,product-46578,11,18,48,22,23,30,89
88881,product-46580,11,14,47,30,22,29,88
88882,product-46904,11,70,58,7,24,53,81
88883,product-217671,11,12,41,18,25,4,87
88884,product-46586,11,23,45,5,23,26,91
88885,product-32714,11,65,57,43,33,79,82
88886,product-393149,11,46,27,0,22,7,89
88887,product-135752,11,20,56,44,25,13,90
88888,product-46599,11,21,39,23,21,18,90
88889,product-237803,11,14,62,5,22,29,88
88890,product-237783,11,19,63,28,28,34,90
88891,product-127881,11,35,53,14,22,11,91
88892,product-135814,11,90,69,14,23,79,79
88893,product-238204,11,88,62,6,20,26,80
88894,product-47255,11,62,54,37,29,50,83
88895,product-47254,11,70,53,37,28,51,81
88896,product-127583,11,27,61,32,26,45,91
88897,product-47248,11,23,53,40,26,53,91
88898,product-135942,11,14,73,28,29,48,88
88899,product-47241,11,31,53,39,23,55,91
88900,product-47240,11,25,54,39,22,56,91
88901,product-47233,11,40,56,38,24,59,91
88902,product-216991,11,34,75,31,32,31,92
88903,product-127589,11,91,59,20,25,41,80
88904,product-47226,11,24,57,34,25,62,91
88905,product-326645,11,66,68,14,28,43,81
88906,product-127593,11,35,59,14,26,39,91
88907,product-392889,11,21,28,0,22,9,90
88908,product-135959,11,72,72,25,35,71,80
88909,product-47218,11,85,56,31,22,65,79
88910,product-392895,11,36,45,2,22,44,92
88911,product-18750,11,41,62,5,23,97,91
88912,product-47204,11,23,57,37,24,73,91
88913,product-47201,11,21,59,50,31,78,90
88914,product-135932,11,15,56,43,25,14,88
88915,product-47196,11,85,59,58,32,80,79
88916,product-217027,11,17,60,9,26,17,89
88917,product-217031,11,34,59,12,24,19,91
88918,product-11667,11,15,42,11,26,26,88
88919,product-47181,11,62,55,38,31,81,83
88920,product-47162,11,27,55,20,21,57,91
88921,product-323659,11,12,62,3,22,16,87
88922,product-127622,11,96,59,18,24,30,81
88923,product-127630,11,24,57,3,23,26,91
88924,product-392890,11,62,28,0,22,8,83
88925,product-47137,11,27,61,6,23,49,91
88926,product-47264,11,43,53,34,33,47,90
88927,product-238612,11,96,62,17,25,17,81
88928,product-238798,11,27,39,33,37,9,91
88929,product-47350,11,18,34,17,22,10,89
88930,product-135969,11,34,72,28,36,75,91
88931,product-127553,11,25,63,19,22,61,91
88932,product-127554,11,25,63,19,22,61,91
88933,product-47334,11,13,40,25,22,20,88
88934,product-216912,11,18,33,10,25,13,89
88935,product-47330,11,13,45,10,22,26,88
88936,product-47329,11,21,45,9,22,26,90
88937,product-135967,11,34,72,30,38,75,91
88938,product-216913,11,12,33,9,24,12,87
88939,product-47325,11,32,46,12,25,28,91
88940,product-47324,11,31,46,14,25,28,91
88941,product-18745,11,13,62,4,22,96,88
88942,product-135960,11,69,72,27,36,72,81
88943,product-32605,11,28,43,2,22,33,92
88944,product-135963,11,53,72,33,36,73,87
88945,product-47304,11,83,48,8,22,33,79
88946,product-32613,11,13,42,7,24,26,88
88947,product-47292,11,36,49,8,25,37,91
88948,product-11671,11,34,41,6,25,24,92
88949,product-11669,11,16,41,9,26,25,89
88950,product-216941,11,89,61,9,24,51,80
88951,product-238655,11,23,58,14,28,31,91
88952,product-21084,11,97,55,24,41,70,81
88953,product-392863,11,59,38,9,28,25,84
88954,product-238616,11,86,63,18,27,17,80
88955,product-127572,11,15,61,2,22,54,88
88956,product-127573,11,13,61,4,22,54,88
88957,product-392881,11,55,37,16,26,19,86
88958,product-32606,11,28,43,2,23,32,91
88959,product-47134,11,44,61,8,24,48,90
88960,product-217085,11,12,61,32,25,43,87
88961,product-217086,11,15,61,33,25,43,88
88962,product-47006,11,62,53,40,27,52,83
88963,product-47005,11,54,53,41,26,52,86
88964,product-47002,11,30,53,42,22,53,92
88965,product-46997,11,41,53,41,21,55,91
88966,product-46996,11,37,54,41,21,56,91
88967,product-46995,11,33,54,41,21,56,92
88968,product-217255,11,12,41,18,25,4,87
88969,product-46985,11,23,56,38,24,60,91
88970,product-46984,11,26,56,37,24,60,91
88971,product-127689,11,51,69,48,38,68,87
88972,product-46975,11,77,56,35,22,64,80
88973,product-238239,11,90,63,18,26,18,79
88974,product-46969,11,93,56,30,22,68,80
88975,product-46967,11,16,57,33,24,71,89
88976,product-21064,11,27,55,16,24,80,91
88977,product-127691,11,48,69,44,38,69,89
88978,product-46952,11,83,58,61,30,81,79
88979,product-217274,11,13,39,2,23,1,88
88980,product-238232,11,14,63,30,28,19,88
88981,product-217281,11,22,24,2,22,0,91
88982,product-46940,11,62,56,39,32,81,83
88983,product-135826,11,84,71,38,29,75,79
88984,product-127701,11,26,67,26,32,73,91
88985,product-238224,11,78,65,58,34,22,80
88986,product-127702,11,26,67,24,32,73,91
88987,product-217295,11,91,28,0,22,4,80
88988,product-46929,11,38,53,23,24,62,91
88989,product-46926,11,42,53,23,21,60,90
88990,product-127705,11,27,66,18,30,74,91
88991,product-46919,11,38,55,19,22,58,91
