ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology
78640,product-291737,11,65,60,25
78641,product-291736,11,68,60,23
78642,product-306133,11,33,64,11
78643,product-347198,11,13,66,25
78644,product-286267,11,80,45,23
78645,product-335094,11,47,73,39
78646,product-148886,11,28,60,0
78647,product-161483,11,84,74,23
78648,product-339926,11,47,57,11
78649,product-291482,11,52,77,26
78650,product-86374,11,38,44,10
78651,product-86376,11,41,43,6
78652,product-161491,11,14,78,14
78653,product-301956,11,17,56,27
78654,product-161493,11,14,76,9
78655,product-105945,11,78,52,16
78656,product-97757,11,20,51,20
78657,product-147782,11,17,73,5
78658,product-27521,11,62,55,4
78659,product-161495,11,12,76,14
78660,product-88671,11,39,46,11
78661,product-313973,11,62,64,3
78662,product-335140,11,89,63,16
78663,product-27518,11,49,55,0
78664,product-315465,11,71,60,13
78665,product-88668,11,51,45,17
78666,product-161511,11,16,71,18
78667,product-97748,11,84,51,17
78668,product-161524,11,31,66,2
78669,product-111250,11,12,57,2
78670,product-107207,11,90,55,5
78671,product-148820,11,91,70,22
78672,product-5316,11,84,75,49
78673,product-175062,11,89,53,17
78674,product-153212,11,84,73,42
78675,product-26344,11,40,67,37
78676,product-94958,11,38,56,14
78677,product-94957,11,41,56,14
78678,product-94956,11,44,56,15
78679,product-161479,11,36,5,0
78680,product-286450,11,92,76,24
78681,product-301825,11,94,62,6
78682,product-97803,11,57,45,9
78683,product-339928,11,49,57,9
78684,product-336006,11,94,65,9
78685,product-151804,11,23,30,6
78686,product-291494,11,22,65,20
78687,product-339927,11,48,57,10
78688,product-151805,11,26,29,4
78689,product-148834,11,48,69,17
78690,product-97797,11,41,45,9
78691,product-301845,11,82,68,19
78692,product-305782,11,19,62,0
78693,product-305781,11,17,63,0
78694,product-105955,11,53,52,25
78695,product-94939,11,29,58,21
78696,product-355691,11,49,66,24
78697,product-358018,11,57,71,67
78698,product-88686,11,78,43,24
78699,product-148831,11,34,69,21
78700,product-350037,11,99,70,54
78701,product-305777,11,38,63,9
78702,product-105934,11,28,50,0
78703,product-318542,11,29,63,3
78704,product-347577,11,17,67,32
78705,product-88682,11,22,43,16
78706,product-318541,11,27,63,5
78707,product-305764,11,33,66,18
78708,product-286514,11,31,63,26
78709,product-94954,11,74,56,16
78710,product-301887,11,65,74,7
78711,product-335141,11,88,64,14
78712,product-161537,11,19,61,28
78713,product-349976,11,47,72,48
78714,product-86426,11,23,66,19
78715,product-291426,11,72,69,52
78716,product-305696,11,22,62,19
78717,product-14767,11,27,47,37
78718,product-305687,11,18,68,49
78719,product-148812,11,77,70,23
78720,product-14768,11,48,47,38
78721,product-148811,11,78,70,21
78722,product-286600,11,22,63,28
78723,product-291422,11,80,68,45
78724,product-305686,11,19,68,47
78725,product-305683,11,23,69,43
78726,product-339917,11,15,59,0
78727,product-357989,11,83,64,7
78728,product-86425,11,23,66,19
78729,product-357988,11,84,63,5
78730,product-286608,11,16,48,19
78731,product-148803,11,84,68,6
78732,product-357981,11,38,63,2
78733,product-26642,11,40,66,38
78734,product-315411,11,66,63,17
78735,product-97691,11,91,57,4
78736,product-107187,11,31,43,19
78737,product-97690,11,90,57,6
78738,product-286617,11,21,45,2
78739,product-357976,11,25,64,5
78740,product-335154,11,92,65,13
78741,product-291412,11,68,67,30
78742,product-355712,11,73,72,66
78743,product-357973,11,35,64,9
78744,product-305682,11,24,69,41
78745,product-291498,11,18,59,0
78746,product-164580,11,29,47,22
78747,product-315463,11,73,60,11
78748,product-291433,11,75,70,56
78749,product-161538,11,17,61,30
78750,product-335142,11,90,64,12
78751,product-161540,11,20,61,35
78752,product-161541,11,20,61,37
78753,product-161542,11,19,60,39
78754,product-335143,11,91,64,10
78755,product-335144,11,91,64,8
78756,product-286593,11,71,73,71
78757,product-335145,11,91,64,6
78758,product-335146,11,91,64,4
78759,product-97728,11,16,52,14
78760,product-357991,11,68,64,11
78761,product-97727,11,13,52,15
78762,product-164581,11,32,47,21
78763,product-97726,11,14,52,17
78764,product-335147,11,91,64,2
78765,product-151832,11,50,36,14
78766,product-86412,11,29,34,11
78767,product-161548,11,21,60,52
78768,product-151833,11,24,27,0
78769,product-335148,11,91,64,0
78770,product-88654,11,98,47,24
78771,product-94981,11,93,54,23
78772,product-86417,11,12,33,7
78773,product-94982,11,95,54,25
78774,product-291427,11,82,69,54
78775,product-153209,11,81,73,37
78776,product-153205,11,21,71,4
78777,product-27279,11,62,58,63
78778,product-97725,11,16,52,18
78779,product-301816,11,99,65,20
78780,product-147762,11,13,58,4
78781,product-286446,11,88,75,22
78782,product-317902,11,22,61,5
78783,product-94846,11,88,58,11
78784,product-14764,11,23,48,33
78785,product-161325,11,41,56,14
78786,product-111312,11,19,52,10
78787,product-14476,11,27,33,12
78788,product-14477,11,27,33,13
78789,product-291567,11,54,58,3
78790,product-26328,11,18,33,31
78791,product-97905,11,62,66,45
78792,product-94848,11,60,59,13
78793,product-350212,11,94,61,10
78794,product-107262,11,15,63,18
78795,product-2989,11,95,17,0
78796,product-350213,11,92,61,10
78797,product-111311,11,19,52,11
78798,product-86281,11,97,52,0
78799,product-111310,11,19,52,12
78800,product-164763,11,17,55,7
78801,product-24939,11,26,44,12
78802,product-105875,11,28,63,21
78803,product-14765,11,18,48,34
78804,product-347432,11,17,74,0
78805,product-164754,11,79,54,10
78806,product-14478,11,29,32,13
78807,product-347450,11,12,67,38
78808,product-347451,11,14,67,36
78809,product-175179,11,73,25,22
78810,product-347452,11,12,66,34
78811,product-161335,11,23,53,2
78812,product-86280,11,19,52,0
78813,product-347458,11,83,49,0
78814,product-86269,11,69,57,7
78815,product-164780,11,91,55,5
78816,product-335095,11,46,73,39
78817,product-286294,11,16,70,43
78818,product-97944,11,91,57,5
78819,product-339992,11,85,66,6
78820,product-335096,11,48,73,39
78821,product-286299,11,18,68,43
78822,product-97939,11,41,57,16
78823,product-97938,11,39,58,17
78824,product-97936,11,38,58,20
78825,product-26324,11,16,34,30
78826,product-286336,11,62,58,23
78827,product-286339,11,58,59,28
78828,product-88753,11,12,57,20
78829,product-94826,11,32,64,11
78830,product-14474,11,26,33,11
78831,product-358139,11,73,60,9
78832,product-94827,11,40,64,9
78833,product-147722,11,21,69,8
78834,product-153312,11,96,56,33
78835,product-147727,11,31,68,0
78836,product-175210,11,59,72,35
78837,product-161319,11,51,56,20
78838,product-24936,11,92,44,7
78839,product-161321,11,50,56,18
78840,product-161322,11,43,56,17
78841,product-175203,11,59,71,24
78842,product-16107,11,29,51,2
78843,product-350218,11,98,61,3
78844,product-350217,11,92,61,5
78845,product-97914,11,32,63,24
78846,product-148885,11,31,61,2
78847,product-26641,11,38,66,38
78848,product-164750,11,74,53,3
78849,product-313891,11,97,62,16
78850,product-301741,11,96,55,37
78851,product-305831,11,15,60,34
78852,product-97836,11,12,63,13
78853,product-286425,11,76,71,3
78854,product-286433,11,85,73,16
78855,product-97834,11,22,63,14
78856,product-147753,11,21,58,8
78857,product-164686,11,19,60,52
78858,product-286436,11,84,73,19
78859,product-111284,11,83,51,0
78860,product-153248,11,24,61,3
78861,product-286440,11,88,74,21
78862,product-336011,11,91,65,6
78863,product-286442,11,86,74,21
78864,product-88715,11,42,37,4
78865,product-286443,11,85,75,21
78866,product-315510,11,65,69,24
78867,product-286444,11,85,75,21
78868,product-305799,11,46,61,20
78869,product-305798,11,39,61,18
78870,product-105918,11,94,57,26
78871,product-339935,11,23,53,0
78872,product-153243,11,98,62,3
78873,product-338645,11,48,59,7
78874,product-94918,11,97,64,31
78875,product-305787,11,42,62,0
78876,product-172119,11,58,58,2
78877,product-97811,11,22,42,6
78878,product-347562,11,78,52,28
78879,product-94920,11,27,64,30
78880,product-172117,11,63,58,2
78881,product-347459,11,84,49,2
78882,product-350126,11,13,69,26
78883,product-286414,11,92,70,16
78884,product-105881,11,16,60,0
78885,product-111302,11,27,56,34
78886,product-151757,11,98,55,27
78887,product-111301,11,28,56,34
78888,product-26329,11,19,33,32
78889,product-148851,11,44,68,4
78890,product-26330,11,20,33,30
78891,product-24299,11,43,58,29
78892,product-88731,11,46,65,19
78893,product-94876,11,85,52,5
78894,product-25126,11,15,60,41
78895,product-164741,11,98,51,0
78896,product-305949,11,85,67,2
78897,product-111296,11,69,56,26
78898,product-286415,11,90,70,16
78899,product-107249,11,94,64,9
78900,product-301690,11,93,58,2
78901,product-4503,11,49,35,0
78902,product-347510,11,28,68,29
78903,product-347512,11,24,67,26
78904,product-315562,11,48,76,6
78905,product-305909,11,39,63,27
78906,product-305896,11,48,63,49
78907,product-6328,11,65,59,10
78908,product-148847,11,39,68,5
78909,product-15417,11,48,61,4
78910,product-88721,11,12,35,0
78911,product-172099,11,80,54,2
78912,product-286413,11,97,70,15
78913,product-350127,11,13,69,24
78914,product-86302,11,27,52,35
78915,product-285860,11,18,68,41
78916,product-106999,11,27,44,24
78917,product-349597,11,99,55,24
78918,product-339356,11,89,69,29
78919,product-96499,11,29,46,19
78920,product-96497,11,29,46,20
78921,product-152577,11,36,60,27
78922,product-110688,11,12,57,2
78923,product-339354,11,79,69,26
78924,product-16026,11,26,35,19
78925,product-106803,11,26,44,26
78926,product-95838,11,19,53,11
78927,product-88031,11,16,57,6
78928,product-152573,11,32,61,21
78929,product-290330,11,87,63,27
78930,product-88027,11,14,58,14
78931,product-290327,11,25,63,32
78932,product-349116,11,96,64,2
78933,product-290326,11,27,63,34
78934,product-349115,11,13,64,0
78935,product-303466,11,57,69,6
78936,product-289232,11,82,61,39
78937,product-152564,11,81,61,7
78938,product-95857,11,57,58,24
78939,product-152292,11,94,75,32
78940,product-26501,11,12,57,36
78941,product-356338,11,62,64,4
78942,product-148198,11,79,70,0
78943,product-95859,11,12,53,0
78944,product-304168,11,38,62,20
78945,product-356340,11,51,64,7
78946,product-173574,11,69,43,0
78947,product-163605,11,60,52,4
78948,product-152287,11,84,73,43
78949,product-162869,11,79,47,19
78950,product-173612,11,92,22,4
78951,product-314994,11,22,60,9
78952,product-14819,11,95,40,24
78953,product-163624,11,81,55,18
78954,product-314993,11,28,60,9
78955,product-304290,11,52,67,20
78956,product-304289,11,63,67,21
78957,product-163618,11,56,53,6
78958,product-152281,11,16,70,2
78959,product-27409,11,18,46,15
78960,product-148189,11,16,72,14
78961,product-152613,11,95,55,30
78962,product-356821,11,93,49,0
78963,product-356820,11,96,50,6
78964,product-304284,11,66,67,24
78965,product-110440,11,18,62,26
78966,product-314992,11,32,60,9
78967,product-289122,11,13,44,14
78968,product-289133,11,94,45,31
78969,product-152612,11,98,55,32
78970,product-96516,11,42,41,9
78971,product-356789,11,23,54,5
78972,product-95819,11,18,59,18
78973,product-96510,11,12,44,17
78974,product-290353,11,95,68,45
78975,product-110695,11,75,58,5
78976,product-152604,11,79,56,58
78977,product-349149,11,24,69,21
78978,product-290352,11,87,68,43
78979,product-163607,11,65,52,4
78980,product-152578,11,39,60,29
78981,product-110698,11,71,58,10
78982,product-87548,11,97,57,6
78983,product-87549,11,81,57,8
78984,product-290318,11,70,61,33
78985,product-96411,11,97,54,0
78986,product-148445,11,95,70,18
78987,product-87585,11,13,53,21
78988,product-356368,11,66,68,46
78989,product-96407,11,90,54,3
78990,product-96406,11,16,54,2
78991,product-162980,11,18,49,24
78992,product-162981,11,14,49,24
78993,product-303472,11,69,70,0
78994,product-148433,11,88,69,16
78995,product-96402,11,97,57,5
78996,product-173530,11,81,58,6
78997,product-148211,11,53,70,0
78998,product-87595,11,76,50,2
78999,product-290289,11,91,54,0
79000,product-87596,11,62,51,3
79001,product-318189,11,36,62,12
79002,product-95890,11,93,65,41
79003,product-318286,11,16,60,47
79004,product-95892,11,15,65,38
79005,product-162985,11,25,48,22
79006,product-162986,11,29,48,22
79007,product-290197,11,12,43,4
79008,product-314987,11,34,61,2
79009,product-173520,11,98,56,6
79010,product-106535,11,50,57,19
79011,product-303482,11,81,73,6
79012,product-87605,11,25,50,17
79013,product-96396,11,97,56,14
79014,product-96395,11,97,57,14
79015,product-87597,11,54,51,5
79016,product-148184,11,69,72,6
79017,product-289309,11,74,72,6
79018,product-110449,11,88,56,4
79019,product-87550,11,76,57,9
79020,product-26506,11,27,56,26
79021,product-4155,11,98,52,20
79022,product-304152,11,56,63,2
79023,product-290303,11,69,57,9
79024,product-289272,11,99,69,53
79025,product-27404,11,12,47,2
79026,product-6142,11,79,72,13
79027,product-87556,11,21,57,15
79028,product-356750,11,39,69,6
79029,product-4149,11,21,60,6
79030,product-356748,11,34,69,8
79031,product-289274,11,95,69,52
79032,product-304135,11,26,66,24
79033,product-290291,11,81,55,3
79034,product-339340,11,85,67,13
79035,product-96435,11,97,51,4
79036,product-163550,11,29,59,45
79037,product-163548,11,18,59,49
79038,product-172955,11,34,22,27
79039,product-289306,11,78,72,0
79040,product-87575,11,35,54,22
79041,product-87576,11,35,54,24
79042,product-106785,11,93,49,19
79043,product-152551,11,31,61,0
79044,product-162962,11,34,66,2
79045,product-152549,11,32,62,0
79046,product-172957,11,23,22,30
79047,product-162969,11,21,60,52
79048,product-289308,11,76,72,4
79049,product-289289,11,81,70,37
79050,product-290195,11,88,43,6
79051,product-88045,11,96,57,3
79052,product-304305,11,79,67,9
79053,product-303332,11,98,57,39
79054,product-348490,11,88,71,52
79055,product-335720,11,91,64,9
79056,product-14498,11,29,59,10
79057,product-96631,11,76,61,9
79058,product-25010,11,67,68,22
79059,product-87398,11,31,44,4
79060,product-290419,11,23,77,40
79061,product-25012,11,20,68,24
79062,product-314610,11,12,59,11
79063,product-4466,11,32,49,3
79064,product-314617,11,37,59,16
79065,product-348496,11,14,68,39
79066,product-27418,11,19,45,9
79067,product-348498,11,13,67,34
79068,product-335719,11,91,64,11
79069,product-314624,11,28,58,15
79070,product-173814,11,53,42,0
79071,product-27417,11,22,45,11
79072,product-87407,11,19,43,19
79073,product-106435,11,27,55,2
79074,product-162760,11,68,54,11
79075,product-348510,11,88,67,30
79076,product-348512,11,49,67,35
79077,product-348513,11,42,67,37
79078,product-348515,11,98,66,43
79079,product-348538,11,13,69,15
79080,product-290418,11,24,77,38
79081,product-288855,11,94,62,38
79082,product-152266,11,73,74,6
79083,product-290425,11,37,61,0
79084,product-290426,11,46,61,0
79085,product-335721,11,91,64,6
79086,product-173841,11,72,41,0
79087,product-314585,11,44,63,2
79088,product-96677,11,24,55,28
79089,product-96676,11,19,55,26
79090,product-148154,11,97,46,15
79091,product-173836,11,95,48,24
79092,product-335440,11,93,65,6
79093,product-304448,11,29,65,17
79094,product-95736,11,98,51,18
79095,product-304442,11,24,66,22
79096,product-304441,11,26,66,23
79097,product-87378,11,32,45,16
79098,product-106406,11,25,44,32
79099,product-26570,11,25,43,10
79100,product-348540,11,22,69,19
79101,product-96663,11,14,54,3
79102,product-304438,11,30,67,26
79103,product-96660,11,94,57,5
79104,product-335441,11,94,65,9
79105,product-14510,11,19,57,14
79106,product-88102,11,89,50,9
79107,product-288839,11,67,59,19
79108,product-95745,11,16,50,32
79109,product-288840,11,73,60,20
79110,product-314593,11,54,63,9
79111,product-356936,11,88,72,20
79112,product-288847,11,68,61,30
79113,product-314594,11,43,63,9
79114,product-88099,11,54,50,5
79115,product-87394,11,76,44,11
79116,product-95741,11,92,50,34
79117,product-348541,11,23,69,21
79118,product-348542,11,22,68,23
79119,product-148156,11,89,47,19
79120,product-14851,11,28,33,16
79121,product-304381,11,95,69,32
79122,product-25019,11,20,66,33
79123,product-106448,11,19,55,8
79124,product-290394,11,85,72,0
79125,product-290393,11,94,72,2
79126,product-163631,11,51,55,9
79127,product-304338,11,71,77,25
79128,product-87456,11,17,60,13
79129,product-290367,11,96,70,55
79130,product-288934,11,77,72,0
79131,product-162808,11,12,51,2
79132,product-172891,11,81,50,2
79133,product-288936,11,76,72,4
79134,product-110725,11,33,63,28
79135,product-318176,11,24,63,8
79136,product-148175,11,83,72,14
79137,product-339384,11,16,66,32
79138,product-349215,11,98,69,45
79139,product-349214,11,99,69,47
79140,product-110715,11,99,67,36
79141,product-96543,11,25,62,12
79142,product-314670,11,30,63,29
79143,product-304314,11,87,71,9
79144,product-106815,11,35,55,3
79145,product-96535,11,18,63,8
79146,product-335451,11,94,65,6
79147,product-27353,11,42,56,24
79148,product-356855,11,99,63,12
79149,product-148179,11,40,71,0
79150,product-288945,11,78,74,18
79151,product-88046,11,91,57,5
79152,product-26562,11,17,44,17
79153,product-95780,11,88,41,9
79154,product-290417,11,26,77,36
79155,product-14855,11,16,32,17
79156,product-288880,11,13,66,34
79157,product-162771,11,75,55,21
79158,product-290414,11,35,77,32
79159,product-162776,11,48,55,14
79160,product-14854,11,20,32,17
79161,product-339391,11,69,55,2
79162,product-88076,11,19,54,26
79163,product-348604,11,94,69,46
79164,product-110745,11,54,62,26
79165,product-348605,11,88,69,44
79166,product-14853,11,24,32,17
79167,product-14852,11,27,32,16
79168,product-303398,11,69,65,38
79169,product-88075,11,19,54,24
79170,product-88074,11,23,54,22
79171,product-95773,11,18,44,22
79172,product-348609,11,16,69,33
79173,product-318172,11,82,63,18
79174,product-348610,11,14,68,31
79175,product-96570,11,85,52,2
79176,product-148170,11,16,72,15
79177,product-110731,11,46,62,32
79178,product-163650,11,16,55,5
79179,product-110730,11,41,62,31
79180,product-314996,11,19,59,9
79181,product-314995,11,18,60,9
79182,product-87450,11,31,61,2
79183,product-16029,11,25,34,23
79184,product-148166,11,15,73,9
79185,product-303483,11,77,73,6
79186,product-173515,11,98,56,11
79187,product-290185,11,18,50,27
79188,product-106623,11,18,70,24
79189,product-356614,11,84,74,39
79190,product-314924,11,35,76,3
79191,product-348836,11,23,69,20
79192,product-348837,11,24,69,22
79193,product-96014,11,33,49,24
79194,product-96015,11,28,49,24
79195,product-173300,11,15,28,12
79196,product-25042,11,31,56,3
79197,product-303837,11,27,67,29
79198,product-96177,11,99,54,2
79199,product-96016,11,23,48,24
79200,product-96017,11,22,48,24
79201,product-303833,11,26,67,34
79202,product-289695,11,89,78,32
79203,product-289698,11,15,77,38
79204,product-96166,11,91,56,14
79205,product-163245,11,23,68,14
79206,product-148376,11,91,72,14
79207,product-303671,11,59,65,34
79208,product-173161,11,93,56,7
79209,product-173162,11,14,56,6
79210,product-163255,11,23,60,52
79211,product-106642,11,97,55,9
79212,product-96027,11,20,47,25
79213,product-106643,11,92,55,11
79214,product-173164,11,86,57,4
79215,product-314942,11,37,70,0
79216,product-314943,11,38,70,2
79217,product-96193,11,21,55,28
79218,product-289677,11,74,72,5
79219,product-289676,11,75,72,3
79220,product-303845,11,38,65,20
79221,product-96236,11,29,50,29
79222,product-290039,11,79,72,0
79223,product-26527,11,18,52,18
79224,product-106726,11,47,57,18
79225,product-87711,11,19,61,14
79226,product-87712,11,23,60,15
79227,product-318218,11,99,58,17
79228,product-26530,11,12,51,21
79229,product-95994,11,19,51,30
79230,product-173117,11,87,41,0
79231,product-87888,11,20,45,13
79232,product-348813,11,97,67,27
79233,product-356675,11,19,64,0
79234,product-96215,11,73,48,2
79235,product-173172,11,81,58,4
79236,product-96214,11,34,48,0
79237,product-26547,11,14,47,5
79238,product-148329,11,28,59,6
79239,product-289606,11,80,63,23
79240,product-356664,11,31,66,20
79241,product-148394,11,26,71,4
79242,product-303897,11,20,56,18
79243,product-106614,11,31,43,27
79244,product-356647,11,92,71,36
79245,product-96208,11,22,50,12
79246,product-318206,11,18,57,0
79247,product-96207,11,99,51,2
79248,product-314899,11,97,64,0
79249,product-314922,11,26,77,2
79250,product-96006,11,29,50,30
79251,product-87887,11,25,45,15
79252,product-163263,11,14,49,22
79253,product-314957,11,31,64,4
79254,product-148349,11,96,47,9
79255,product-148357,11,92,47,19
79256,product-152353,11,36,60,26
79257,product-348978,11,96,55,26
79258,product-148371,11,14,72,17
79259,product-314966,11,41,63,0
79260,product-163320,11,58,52,6
79261,product-106676,11,61,66,49
79262,product-87805,11,90,53,2
79263,product-289837,11,29,42,0
79264,product-314968,11,41,63,2
79265,product-110533,11,74,58,11
79266,product-314969,11,40,62,2
79267,product-289868,11,28,72,0
79268,product-87813,11,95,55,14
79269,product-152377,11,84,56,58
79270,product-96059,11,24,62,0
79271,product-289843,11,99,43,4
79272,product-87834,11,27,52,14
79273,product-314979,11,35,62,5
79274,product-87818,11,28,54,23
79275,product-26536,11,29,50,13
79276,product-87833,11,24,52,15
79277,product-96085,11,18,53,11
79278,product-163366,11,19,55,5
79279,product-163345,11,51,55,11
79280,product-106692,11,28,63,19
79281,product-87824,11,14,54,35
79282,product-110530,11,83,58,6
79283,product-163357,11,32,54,0
79284,product-314978,11,34,62,6
79285,product-163333,11,75,54,11
79286,product-303660,11,59,65,41
79287,product-96107,11,79,54,5
79288,product-356487,11,71,49,0
79289,product-335555,11,79,61,6
79290,product-314958,11,31,63,5
79291,product-289970,11,96,63,27
79292,product-335556,11,83,61,8
79293,product-96032,11,12,46,24
79294,product-87779,11,12,56,3
79295,product-15509,11,21,48,38
79296,product-289815,11,85,68,40
79297,product-163269,11,22,49,22
79298,product-148350,11,92,47,6
79299,product-87852,11,14,51,18
79300,product-4433,11,23,33,2
79301,product-163273,11,27,48,19
79302,product-303690,11,53,65,24
79303,product-15507,11,15,49,35
79304,product-163274,11,28,48,19
79305,product-173176,11,12,58,12
79306,product-289959,11,71,61,30
79307,product-339090,11,25,54,17
79308,product-96042,11,32,41,11
79309,product-87846,11,61,50,6
79310,product-87789,11,88,57,3
79311,product-348901,11,96,69,46
79312,product-289932,11,86,54,0
79313,product-87791,11,98,57,6
79314,product-163379,11,16,51,7
79315,product-152351,11,29,61,21
79316,product-27377,11,20,52,23
79317,product-303743,11,73,73,9
79318,product-96052,11,31,39,27
79319,product-96038,11,18,45,24
79320,product-148298,11,52,68,9
79321,product-356680,11,44,64,6
79322,product-26524,11,16,52,15
79323,product-289334,11,16,76,42
79324,product-14848,11,27,33,15
79325,product-152306,11,16,67,0
79326,product-152307,11,15,67,2
79327,product-303529,11,21,69,36
79328,product-6165,11,27,63,24
79329,product-173041,11,59,73,39
79330,product-173042,11,56,73,40
79331,product-163045,11,80,54,14
79332,product-152310,11,27,67,6
79333,product-148412,11,81,72,9
79334,product-2843,11,54,27,33
79335,product-348731,11,12,76,20
79336,product-356706,11,68,68,42
79337,product-152504,11,85,72,41
79338,product-318281,11,25,62,37
79339,product-87638,11,27,45,16
79340,product-348741,11,14,71,44
79341,product-152498,11,20,71,10
79342,product-106566,11,56,52,17
79343,product-314984,11,16,61,2
79344,product-87639,11,33,45,14
79345,product-303558,11,20,67,31
79346,product-290072,11,43,61,0
79347,product-314810,11,53,78,0
79348,product-87642,11,24,45,8
79349,product-163060,11,56,56,9
79350,product-314811,11,64,78,2
79351,product-95931,11,97,56,14
79352,product-304021,11,75,72,10
79353,product-356413,11,19,67,2
79354,product-87938,11,40,66,17
79355,product-152509,11,85,74,43
79356,product-152521,11,89,73,11
79357,product-314772,11,70,70,23
79358,product-87971,11,98,56,17
79359,product-314774,11,45,70,23
79360,product-152540,11,36,63,2
79361,product-303485,11,82,73,6
79362,product-356397,11,59,73,32
79363,product-290178,11,61,68,40
79364,product-290177,11,64,68,38
79365,product-152532,11,37,66,3
79366,product-152301,11,14,68,2
79367,product-95901,11,18,60,2
79368,product-173035,11,56,72,33
79369,product-173036,11,60,72,34
79370,product-95903,11,88,60,2
79371,product-152516,11,96,71,2
79372,product-152528,11,17,67,2
79373,product-96377,11,89,60,2
79374,product-96376,11,99,60,0
79375,product-304037,11,69,77,24
79376,product-304036,11,70,77,23
79377,product-289328,11,98,77,35
79378,product-163032,11,64,52,9
79379,product-289329,11,12,77,37
79380,product-27358,11,22,55,14
79381,product-163035,11,64,53,11
79382,product-173040,11,58,72,38
79383,product-152302,11,12,68,2
79384,product-163036,11,63,53,11
79385,product-148231,11,84,68,5
79386,product-87621,11,96,45,5
79387,product-173038,11,59,72,36
79388,product-110761,11,91,58,15
79389,product-106581,11,32,48,0
79390,product-152322,11,41,62,4
79391,product-318263,11,22,60,3
79392,product-152457,11,75,34,24
79393,product-96278,11,41,41,14
79394,product-303951,11,37,65,37
79395,product-110494,11,29,52,15
79396,product-290043,11,69,72,6
79397,product-27387,11,24,51,17
79398,product-339063,11,19,67,24
79399,product-27386,11,22,51,19
79400,product-303583,11,56,63,9
79401,product-339065,11,34,66,27
79402,product-95968,11,27,52,13
79403,product-96264,11,22,46,22
79404,product-148287,11,59,69,12
79405,product-289482,11,82,43,2
79406,product-96262,11,31,46,22
79407,product-339069,11,18,66,34
79408,product-26554,11,13,46,12
79409,product-303942,11,54,64,43
79410,product-96253,11,54,48,21
79411,product-96251,11,34,48,21
79412,product-96248,11,34,49,21
79413,product-87903,11,15,44,9
79414,product-96247,11,39,49,22
79415,product-356686,11,32,64,10
79416,product-106602,11,13,48,26
79417,product-356685,11,45,64,9
79418,product-163155,11,83,47,19
79419,product-163156,11,84,47,22
79420,product-163157,11,84,47,24
79421,product-303609,11,84,56,24
79422,product-152321,11,40,62,4
79423,product-95958,11,98,55,24
79424,product-314847,11,29,72,8
79425,product-87647,11,35,44,0
79426,product-163081,11,94,54,8
79427,product-173470,11,78,41,0
79428,product-152323,11,45,62,3
79429,product-348771,11,43,65,12
79430,product-87936,11,43,34,0
79431,product-152324,11,47,62,2
79432,product-304016,11,71,71,6
79433,product-152325,11,47,62,2
79434,product-356417,11,54,68,7
79435,product-110625,11,19,51,2
79436,product-152329,11,37,61,2
79437,product-304011,11,55,68,5
79438,product-27392,11,15,49,3
79439,product-290061,11,24,78,34
79440,product-87932,11,31,34,0
79441,product-163456,11,16,36,0
79442,product-303581,11,59,63,7
79443,product-96308,11,27,59,24
79444,product-163092,11,18,51,3
79445,product-87660,11,36,43,21
79446,product-349028,11,12,71,39
79447,product-349023,11,88,70,30
79448,product-14829,11,22,39,19
79449,product-304004,11,42,67,13
79450,product-110490,11,16,53,20
79451,product-304002,11,48,68,14
79452,product-96293,11,18,62,2
79453,product-96290,11,21,64,11
79454,product-4441,11,97,40,32
79455,product-173062,11,40,69,0
79456,product-110988,11,43,51,7
79457,product-349223,11,13,68,10
79458,product-14862,11,27,62,13
79459,product-97043,11,23,62,12
79460,product-106950,11,53,51,16
79461,product-97040,11,18,63,8
79462,product-24991,11,20,34,41
79463,product-24337,11,15,54,27
79464,product-304964,11,71,76,27
79465,product-24338,11,18,54,26
79466,product-356058,11,52,72,39
79467,product-288083,11,87,66,39
79468,product-97029,11,22,38,25
79469,product-174248,11,99,57,11
79470,product-106242,11,80,55,13
79471,product-95492,11,95,51,17
79472,product-95493,11,94,51,19
79473,product-24341,11,27,54,20
79474,product-15538,11,12,44,16
79475,product-87104,11,38,45,0
79476,product-290796,11,32,60,2
79477,product-110903,11,23,62,32
79478,product-290791,11,22,61,2
79479,product-87111,11,91,45,6
79480,product-106943,11,76,53,21
79481,product-304952,11,82,75,19
79482,product-148038,11,86,69,15
79483,product-290785,11,24,77,38
79484,product-148043,11,82,70,14
79485,product-304945,11,66,73,16
79486,product-95503,11,22,50,30
79487,product-152123,11,81,60,5
79488,product-106236,11,57,55,4
79489,product-110912,11,41,62,37
79490,product-174258,11,89,58,11
79491,product-110915,11,45,62,31
79492,product-302907,11,36,65,28
79493,product-315191,11,65,78,4
79494,product-290875,11,62,58,2
79495,product-2297,11,97,9,0
79496,product-88306,11,94,57,6
79497,product-88305,11,91,57,4
79498,product-302916,11,24,66,26
79499,product-315190,11,67,78,2
79500,product-25081,11,57,61,8
79501,product-148551,11,92,47,11
79502,product-162231,11,38,53,2
79503,product-172578,11,92,23,18
79504,product-290807,11,44,59,5
79505,product-302932,11,94,66,22
79506,product-290781,11,48,77,29
79507,product-338951,11,48,58,4
79508,product-87073,11,12,54,34
79509,product-87076,11,16,52,17
79510,product-162242,11,15,53,11
79511,product-356048,11,63,73,59
